,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,1w_chg_pct,1m_chg_pct,1y_chg_pct,max_drawdown,ticker,fax,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,weight,ratecode,ratecode2,USD-USD,CNY-USD,TWD-USD,HKD-USD,EUR-USD,rate,rate2
21,510220,Consumer Cyclical,7567.0,"Vipshop Holdings Limited operates as an online discount retailer for various brands in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers women's apparel, such as casual wear, jeans, dresses, outerwear, lingerie, pajamas, and maternity clothes; men's apparel comprising casual and smart-casual T-shirts, polo shirts, jackets, pants, and underwear; skin care and cosmetic products, including cleansers, lotions, face and body creams, face masks, sunscreen, foundations, lipsticks, eye shadows, and other cosmetics-related items; and accessories that include belts, jewelry, watches, and glasses for women and men. It also provides handbags, which comprise purses, satchels, luggage, duffel bags, and wallets; apparel, gears and accessories, furnishings and decor, toys, and games for boys, girls, infants, and toddlers; sportswear, sports gear, and footwear for tennis, badminton, soccer, swimming, and other sporting activities; home furnishings, such as bed and bath products, home decor, kitchen and tabletop items, and small household appliances; and consumer electronic products. Further, it provides designer apparel, footwear, and accessories; food and snacks, beverages, health supplements; home appliances; beauty products, fresh produce, and pet goods; and internet finance services, which comprise consumer and supplier financing, and microcredit. The company offers its branded products through its vip.com and vipshop.com online platforms, as well as through its internet website and cellular phone application. Additionally, it offers warehousing, logistics, product procurement, research and development, technology development, and consulting services. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",Guangzhou,86 20 2233 0025,China,[],https://www.vip.com,1.0,128 Dingxin Road,Internet Retail,Haizhu District,0.0622,0.04808,0.20421,,0.075,0.052699998,7382843904.0,7.68,buy,21285308000.0,,13.77,7.66,-0.491,1.275,0.072919995,23,16.75,9.847,0.19533001,40.91,16197426176.0,3140756992.0,118702948352.0,23.906,CNY,174.346,0.943,2.3,NYQ,Vipshop Holdings Limited,Vipshop Holdings Limited,America/New_York,EDT,True,-14400000,EQUITY,VIPS,finmb_115620169,us_market,,-0.057,,-0.917,,,1.46,,677558976.0,,,,45.595,18368848,0.0271,,1609372800.0,0.61282,5707116032.0,1.284,,,0.16800086,0.04745,1672444800.0,,1632960000.0,1.88,1636934400,438299072.0,0.708051,-6767859200.0,2.0,,1415059200,10:1,,,,-0.495,0.04372344,1639526400,29.08,,5.246575,,,19430288,,,,7.19,7.87,10.95625,,0.0,,8.04,,9837550.0,7.19,8.2894,,7.87,,9837550.0,,,,,,,7.65,USD,5.9657316,10247828.0,,,,5190101504.0,,,9455172.0,7.65,8.09,3100,10247828.0,31.53,,,5.75,7.68,False,,3100,8.04,7.66,,https://logo.clearbit.com/vip.com,8.345115437417139,-16.829535117425674,-75.1056232256916,-75.1056232256916,VIPS,86 20 2233 0111,,,,110212f2-0af1-3cea-a8d1-c83e45ccc0bc,0.0139,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
22,,Communication Services,1950.0,"China Literature Limited, an investment holding company, operates an online literature platform in the People's Republic of China. The company's flagship product is QQ Reading, a unified mobile content aggregation and distribution platform. As of December 31, 2019, its library featured 8.1 million writers and 12.2 million works of literature, including 11.5 million original literary works created by writers on its platform, 400 thousand works that are sourced from third-party platforms, and 280 thousand e-books. It is also involved in the self-operated channels business on partner distribution platforms. In addition, the company licenses the content to third-party partners, such as Baidu, Sogou, JD.com, and Xiaomi Duokan for distribution, as well as offers online paid reading and content adaptations into various entertainment formats. Further, it provides reading, copyright commercialization, and writer cultivation and brokerage services; and operates text work reading and related open platform through technology methods and digital media, including personal computers, Internet, and mobile network. Additionally, the company engages in the production and distribution of television series, web series, and films; licensing and distribution of film and television properties; licensing copyrights; sale of physical books; and operation of in-house online games, etc. The company was founded in 2002 and is headquartered in Shanghai, the People's Republic of China. China Literature Limited is a subsidiary of Tencent Holdings Limited.",Shanghai,86 21 6187 0500,China,[],https://ir.yuewen.com,1.0,No. 690 Bi Bo Road,Internet Content & Information,Block 6 Pudong XinQu,0.16083,-0.01095,0.49865,999342976,0.332,0.11991999,1545207040.0,42.09,buy,4234076000.0,2011190016,79.18,33.7,,2.761,0.032679997,18,77.81,8.02,-0.0066299997,92.4,6912394752.0,1313753984.0,9607641088.0,6.874,CNY,9.572,2.273,2.0,HKG,CHINA LIT,China Literature Limited,Asia/Hong_Kong,HKT,False,28800000,EQUITY,0772.HK,finmb_301049178,hk_market,,3.588,,22.311,,,2.1,,1022030016.0,,,,16.289,,,,1609372800.0,0.09345999,-105253000.0,,,,2.068881,0.60756,1672444800.0,,1625011200.0,,,394616472.0,0.574477,34475069440.0,3.0,,,,,,,,3.5848978,,10.23,,16.04762,,,,,,,30.65,30.45,53.27825,,0.0,,34.35,,3318128.0,30.65,34.689,,30.45,,3318128.0,,,,,,,30.05,HKD,,6146056.0,,,,34442412032.0,,,4542955.0,30.05,33.7,0,6146056.0,94.8,,,23.0,33.6,False,,0,34.35,33.7,,https://logo.clearbit.com/ir.yuewen.com,13.27731348887211,1.0494821734098547,-58.395060786494504,-62.946671914549434,0772.HK,,,,,f38cef8f-f87b-341b-bb58-4a32905d1f14,0.011200000000000002,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
23,,Technology,3947.0,"Ming Yuan Cloud Group Holdings Limited, an investment holding company, provides software solutions for property developers in the People's Republic of China. It offers enterprise-grade software as a service (SaaS) products and enterprise resource planning (ERP) solutions for property developers and other real estate industry participants to optimize their procurement, construction, sales, marketing, property asset management, and other property related operations. The company sells and delivers SaaS products and ERP solutions through direct sales force and a network of regional channel partners. Ming Yuan Cloud Group Holdings Limited was founded in 2003 and is headquartered in Shenzhen, the People's Republic of China.",Shenzhen,,China,[],https://www.mingyuanyun.com,1.0,Skyworth Semiconductor Design Building,Software—Application,"501-509, East Block 18 Gaoxin S 4th Road, Gaoxin Community Yuehai Subdistrict, Nanshan District",0.13495,-0.30333,0.79541,375079008,0.168,0.12798999,271016992.0,28.07,buy,1351287000.0,138690256,39.08,10.5,0.05,8.445,0.036530003,12,40.45,0.809,-0.16372,58.13,6650335232.0,53102000.0,2008258944.0,3.585,CNY,1.161,8.052,1.6,HKG,MING YUAN CLOUD,Ming Yuan Cloud Group Holdings Limited,Asia/Hong_Kong,HKT,False,28800000,EQUITY,0909.HK,finmb_684288318,hk_market,,12.003,,88.94,,,,,1968589952.0,,,,3.509,,,,1609372800.0,0.10746,-609169984.0,-0.0078,,,2.9923055,0.69315004,1672444800.0,,1625011200.0,,,420616842.0,,24104185856.0,3.0,,,,,,,0.379,10.292594,,,,,,,,,,,9.45,9.4,21.451,0.0074074077,,,10.5,,7301501.0,9.45,11.7092,0.07,9.4,,7301501.0,,,0.08,1623801600,,,9.25,HKD,,12983783.0,,,,20670193664.0,,,9936863.0,9.25,10.5,,12983783.0,42.35,,,7.0,10.44,False,0.0049,,10.5,10.5,,https://logo.clearbit.com/mingyuanyun.com,13.513513513513509,-2.777779494783972,-70.85217388357694,-74.91688892043945,0909.HK,,,,,15cec7a3-16aa-3a2c-a84b-8a8596a0ac1b,0.0096,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
24,100083,Communication Services,1651.0,"Zhihu Inc. operates an online content community platform in the People's Republic of China. The company's community allows people to seek inspiration, find solutions, make decisions, and have fun. It also offers technology, business support, and consulting services; information and marketing services; and Internet services. The company was founded in 2011 and is based in Beijing, China.",Beijing,86 10 8271 6605,China,[],https://ir.zhihu.com,1.0,A5 Xueyuan Road,Internet Content & Information,Haidian District,-0.44739,-0.40881002,0.57203996,,1.151,-0.45529,-1100545792.0,12.01,buy,757797000.0,,12.91,1.55,,5.192,-0.11241999,8,12.89,1.308,-0.2037,15.01,6773984768.0,91727000.0,2459910912.0,11.474,CNY,6.743,4.672,1.9,NYQ,Zhihu Inc.,Zhihu Inc.,America/New_York,EDT,False,-14400000,EQUITY,ZH,finmb_706598278,us_market,,-1.527,,3.413,,,-0.21,,561505024.0,,,,11.875,11211101,0.02,,1609372800.0,0.12267999,-1346013952.0,-0.58,,,0.13052632,0.0,1672444800.0,,1632960000.0,4.61,1636934400,549925862.0,,-3756581120.0,4.0,,,,,,,,0.3538066,1639526400,,,-7.3809524,,,8957474,,,,1.57,1.72,6.52505,,0,,1.775,,5785360.0,1.57,2.4862,,1.72,,5785360.0,,,,,,,1.51,USD,,7615751.0,,,,870332736.0,,,6125585.0,1.51,1.57,21500,7615751.0,13.849,,,1.39,1.53,False,,42300,1.775,1.55,,https://logo.clearbit.com/ir.zhihu.com,-0.6410250532086104,-41.28788292709007,-83.78661208909833,-88.56932223929755,ZH,,,,,2f360b70-e0ec-3402-a944-29fac3a9255d,0.0096,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
25,200433,Communication Services,8646.0,"Bilibili Inc. provides online entertainment services for the young generations in the People's Republic of China. Its platform offers a range of content, including video services, mobile games, and value-added service, as well as ACG-related comic and audio content. The company's video services include professional user generated videos, occupationally generated videos, and live broadcasting. Bilibili Inc. was founded in 2009 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 2509 9255,China,[],https://www.bilibili.com,1.0,Building 3,Electronic Gaming & Multimedia,Guozheng Center No. 485 Zhengli Road Yangpu District,-0.18019,-0.31698,0.22298001,,0.614,-0.30573,-3143066112.0,300.65,buy,2840176000.0,,852.84,203.6,,2.745,-0.09977,15,824.15,38.985,-0.34911,1123.43,24430551040.0,9131593728.0,17443028992.0,62.978,CNY,47.079,2.377,1.7,HKG,BILIBILI-SW,Bilibili Inc.,Asia/Hong_Kong,HKT,False,28800000,EQUITY,9626.HK,finmb_291855394,hk_market,,4.396,,-24.395,,,-16.34,,303872000.0,,,,60.286,,,,1609372800.0,0.040939998,-5529013248.0,,,,3.3772354,0.07546,1672444800.0,,1632960000.0,,,227031236.0,1.310975,76675366912.0,3.0,,,,,,,,4.524026,,0.78,,-12.46022,,,,,,,180.2,173.9,446.036,,0,,211.6,,2309023.0,180.2,210.374,,173.9,,2309023.0,,,,,,,171.0,HKD,,6277089.0,,,,78912716800.0,,,2681125.0,171.0,203.8,,6277089.0,1052.0,,,125.0,203.6,False,,,211.6,203.6,,https://logo.clearbit.com/bilibili.com,19.835205072204886,-7.538597218340737,-77.14926979758523,-79.203268018027,9626.HK,,,,,f1a75e5d-7341-37bd-af9e-37b6dd8e920e,0.0096,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
26,117440,Communication Services,7931.0,"JOYY Inc., through its subsidiaries, operates social media platforms that offer users engaging and experience across various video and audio-based social platforms. The company operates Bigo Live, a live streaming platform that allows users to live stream specific moments, such as live talk with other users, make video calls, and watch trend videos; Likee, a short-form video social platform that focuses on enabling users to create short-form video; Hago, a casual game-oriented social platform; and imo, a chat and instant messaging application with functions, including video calls, text messages, and photo and video sharing. It operates in the People's Republic of China, the United States, the Great Britain, Japan, South Korea, Australia, the Middle East, and Southeast Asia and others. The company was formerly known as YY Inc. and changed its name to JOYY Inc. in December 2019. JOYY Inc. was founded in 2005 and is headquartered in Singapore.",Singapore,65 6351 9330,Singapore,[],https://joyy.sg,1.0,30 Pasir Panjang Road,Internet Content & Information,Suite 15-31A Mapletree Business City,-0.01647,-0.01395,0.30842,,-0.333,-0.107930005,-43782900.0,57,buy,3731434000.0,,78.3,39.57,-0.982,2.086,-0.02026,21,80.88,17.985,-0.05322,130.42,4557990912.0,1014307968.0,2658517504.0,58.467,USD,33.679,1.879,1.8,NMS,JOYY Inc.,JOYY Inc.,America/New_York,EDT,False,-14400000,EQUITY,YY,finmb_222948413,us_market,,0.003,,-0.21,,,1.49,,77957904.0,,,,71.839,3985555,0.0511,,1609372800.0,0.74627,-316405600.0,-0.779,,,0.55081505,0.01444,1672444800.0,,1632960000.0,3.34,1636934400,53815101.0,0.841558,9191471.0,2.0,,,,,,,-0.985,1.1603438,1639526400,2.53,,26.557047,,,5027430,,,,38.4,40.38,49.24895,0.01734375,,,41.94,,573270.0,38.4,40.3114,0.666,40.38,,573270.0,,,2.04,1639008000,,,39.17,USD,,765444.0,,,,3084794112.0,,,911572.0,39.17,40.0,800,765444.0,96.17,,,23.14,39.73,False,0.0444,1100,41.94,39.57,,https://logo.clearbit.com/joyy.sg,4.544257041064692,3.7765501871782847,-58.074231578617216,-58.074231578617216,YY,,,,,0867f43e-2758-3e01-9c13-f7f4b7c4ab6b,0.009399999999999999,USD-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,1.0,1.0
27,,Financial Services,3294.0,"ZhongAn Online P & C Insurance Co., Ltd., an internet-based insuretech company, provides internet insurance and insurance information technology services in the People's Republic of China. The company operates through Insurance, Technology, Banking, and Others segments. It offers property and casualty insurance products covering accident, bond and credit, health, liability, cargo, household property, motor, and other insurance, as well as shipping return insurance. The company also provides technology development and consulting, asset management, IT consulting, medical examination, internet hospital, bio technology, Fintech, digital asset, fund sales, medical, life insurance, banking, and insurance broking services. ZhongAn Online P & C Insurance Co., Ltd. was incorporated in 2013 and is headquartered in Shanghai, China.",Shanghai,86 21 6027 8677,China,[],https://www.zhongan.com,1.0,Associate Mission Building,Insurance—Property & Casualty,4â5th Floor 169 Yuanmingyuan Road Huangpu District,0.02358,0.0419,0.44734,3103024128,0.138,0.025320001,460683008.0,29.55,buy,8188296000.0,-2077274368,48.25,27.6,0.545,1.587,0.0072899996,22,48.02,52.544,0.02649,64.84,17637603328.0,9700890624.0,19536584704.0,12.0,CNY,13.292,1.477,2.0,HKG,ZA ONLINE,"ZhongAn Online P & C Insurance Co., Ltd.",Asia/Hong_Kong,HKT,False,28800000,EQUITY,6060.HK,finmb_286752639,hk_market,,1.664,,70.556,,,,,1419810048.0,,,,11.197,,,,1609372800.0,0.08031999,818640000.0,,,,2.464946,0.5705,1672444800.0,,1625011200.0,,,757526871.0,0.793119,32503949312.0,3.0,,,,,,,0.54,2.0764508,,,,,,,,,,,25.65,25.8,30.5382,,0,,27.8,,3838876.0,25.65,25.7878,,25.8,,3838876.0,,,,,,,25.75,HKD,,6459263.0,,,,40566759424.0,,,5084481.0,25.75,27.6,0,6459263.0,50.85,,,18.2,27.55,False,,0,27.8,27.6,,https://logo.clearbit.com/zhongan.com,17.446810133913736,1.6574613969140506,-39.999999170717984,-44.578311637944466,6060.HK,86 21 6027 2335,,,,12167a71-b575-30b4-8bb6-09cd1c2f8d76,0.0089,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
28,,Consumer Cyclical,4813.0,"Tongcheng Travel Holdings Limited, an investment holding company, provides travel related services in the People's Republic of China. It offers various products and services covering a range of aspects of travel, including transportation ticketing, accommodation reservation, and various ancillary value-added products and services. The company also provides online advertising services, technology consulting and services, and insurance agency services. It provides its travel products and services through its tencent-based online platforms, mobile apps, and websites. The company was formerly known as Tongcheng-Elong Holdings Limited and changed its name to Tongcheng Travel Holdings Limited in November 2021. Tongcheng Travel Holdings Limited was founded in 1999 and is headquartered in Suzhou, the People's Republic of China.",Suzhou,86 512 8566 1416,China,[],https://www.tcelir.com,1.0,Tongcheng Mansion,Travel Services,No. 188 Yuxin Road Suzhou Industrial Park,0.19785,0.103,0.74697995,1892883968,0.013,0.100209996,1484664064.0,18.14,buy,4235985000.0,1527522176,21.05,14.12,,1.871,0.02328,21,21.08,2.286,0.05311,25.06,6252561920.0,345241984.0,7504022016.0,2.838,CNY,3.405,1.563,1.7,HKG,TONGCHENGTRAVEL,Tongcheng Travel Holdings Limited,Asia/Hong_Kong,HKT,False,28800000,EQUITY,0780.HK,finmb_548164770,hk_market,,3.676,,18.578,,,,,2217489920.0,,,,6.836,,,,1609372800.0,0.3252,772923008.0,,,,2.0655353,0.52766,1672444800.0,,1632960000.0,,,1134364015.0,,27582584832.0,3.0,,,,,,,-0.066,4.1725564,,,,,,,,,,,13.9,13.9,16.07505,,0,,14.16,,4436659.0,13.9,13.8386,,13.9,,4436659.0,,,,,,,13.5,HKD,,3507056.0,,,,31310956544.0,,,7789743.0,13.5,14.12,0,3507056.0,21.35,,,9.0,14.1,False,,0,14.16,14.12,,https://logo.clearbit.com/tcelir.com,1.4367802310988553,-2.620690444420126,-27.5153992948293,-33.080570472598495,0780.HK,,,,,e1c3f19e-bf75-3453-812a-7e5a3a64a6f9,0.0088,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
29,100080,Communication Services,5793.0,"Autohome Inc. operates as an online destination for automobile consumers in the People's Republic of China. The company, through its websites, autohome.com.cn and che168.com, and its mobile applications and mini apps, delivers interactive content and tools to automobile consumers. It provides media services, including automaker advertising services and regional marketing campaigns; and leads generation services comprising dealer subscription services, advertising services for individual dealers, and used automobile listing and other platform-based services. The company also offers Autohome Mall, an online transaction platform for users to review automotive-related information, purchase coupons offered by automakers for discounts, and make purchases to complete the transaction; data products; and online bidding platform for used automobiles, as well as collects commissions for facilitating transactions of auto-financing and insurance products on its platform. The company was formerly known as Sequel Limited and changed its name to Autohome Inc. in October 2011. Autohome Inc. was incorporated in 2008 and is headquartered in Beijing, the People's Republic of China.",Beijing,86 10 5985 7001,China,[],https://www.autohome.com.cn,1.0,"CEC Plaza, Tower B",Internet Content & Information,18th Floor 3 Dan Ling Street Haidian District,0.26971,0.31073,0.8552,,-0.318,0.24618,1951885952.0,15.09,hold,6189112000.0,,39.02,29.07,-0.787,5.852,0.04261,14,41.16,0.119,0.10027,66.04,20732768256.0,28619000.0,7237003776.0,163.986,CNY,57.912,5.759,2.9,NYQ,Autohome Inc.,Autohome Inc.,America/New_York,EDT,False,-14400000,EQUITY,ATHM,finmb_46365772,us_market,,-2.163,,-8.02,,,3.6,,124980000.0,,,,178.442,1471246,0.0117999995,,1640908800.0,0.55182,2148566016.0,3.867,,,0.16291007,0.0,1703980800.0,,1640908800.0,1.92,1642118400,70634117.0,0.184485,-15653693440.0,2.0,,,,,,,-0.749,0.5020266,1644883200,-41.87,,8.075,,,1998637,,,,27.73,29.52,36.43315,0.20483232,0.32779998,,30.61,,798720.0,27.73,28.39,5.68,29.52,,798720.0,,,0.53,1647561600,,,28.99,USD,7.517455,632181.0,,,,3633168640.0,,,847513.0,28.99,29.99,800,632181.0,94.89,,,20.49,22.1,False,0.0173,800,30.61,29.07,,https://logo.clearbit.com/autohome.com.cn,12.152776270287191,-8.584904426836326,-68.65092349567935,-68.74865540323466,ATHM,,,,,c262c950-7e6c-33c4-a3ae-51ad1b803005,0.0088,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
30,100027,Communication Services,5073.0,"Weibo Corporation, through its subsidiaries, operates as a social media platform for people to create, distribute, and discover content in the People's Republic of China. It operates in two segments, Advertising and Marketing Services; and Value-Added Services. The company offers discovery products to help users discover content on its platform; self-expression products that enable its users to express themselves on its platform; and social products to promote social interaction between users on its platform. It also provides advertising and marketing solutions, such as social display advertisements; and promoted marketing offerings, such as Fans Headline and Weibo Express, as well as promoted trends and search products that appear alongside user's trends discovery and search behaviors. In addition, the company offers products, such as trends, search, video/live streaming, and editing tools; content customization, copyright contents pooling, and user interaction development; and search list recommendation, trends list recommendation, and Weibo app opening advertisements for copyright content providers. Further, it provides back-end management, traffic support, and product solutions to MCNs, unions, and e-commerce partners; open application platform for other app developers that allows users to log into third-party applications with their Weibo account for sharing third-party content on its platform; and Weibo Wallet, a product that enables platform partners to conduct interest generation activities on Weibo, such as handing out red envelops and coupons. The company was formerly known as T.CN Corporation and changed its name to Weibo Corporation in 2012. The company was founded in 2009 and is headquartered in Beijing, China. Weibo Corporation is a subsidiary of Sina Corporation.",Beijing,86 10 5898 3336,China,[],https://ir.weibo.com,1.0,QIHAO Plaza,Internet Content & Information,8th Floor No. 8 Xinyuan South Road Chaoyang District,0.34694,0.15859,0.83168,885502976,0.304,0.32334,747390976.0,36,buy,1387751000.0,16879000,58.5,23.14,4.148,4.173,0.067090005,22,57.61,73.372,0.11424,73,2707177984.0,2443580928.0,2154205952.0,11.817,USD,9.448,2.947,2.1,NMS,Weibo Corporation,Weibo Corporation,America/New_York,EDT,False,-14400000,EQUITY,WB,finmb_260426678,us_market,,3.327,,9.588,,,3.35,,234592000.0,,,,14.086,19374093,0.082600005,,1609372800.0,0.4344,341628000.0,1.492,,,1.6427658,0.06122,1672444800.0,,1632960000.0,8.8,1636934400,138433423.0,1.038961,7166235136.0,2.0,,,,,,,4.377,2.519935,1639526400,0.64,,6.9074626,,,15431642,,,,21.25,22.8,38.80855,,0,,23.8,,863080.0,21.25,24.932,,22.8,,863080.0,,,,,,,22.53,USD,15.509383,1555585.0,,,,5428458496.0,,,1111739.0,22.53,24.5,4000,1555585.0,64.7,,,18.62,23.14,False,,1800,23.8,23.14,,https://logo.clearbit.com/ir.weibo.com,10.453453684751612,-6.239873972790755,-54.08730418834068,-63.07054030322643,WB,,,,,29635cd4-6ec0-38bb-8bbc-c96e22f9b93e,0.008100000000000001,USD-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,1.0,1.0
31,200122,Financial Services,1643.0,"360 DigiTech, Inc., through its subsidiaries, operates a digital consumer finance platform under the 360 Jietiao brand in the People's Republic of China. Its platform provides online consumer finance products to the borrowers funded by institutional funding partners. The company also provides incremental credit assessment, collection, and other services, as well as guarantee for defaulted loans. The company was formerly known as 360 Finance, Inc. and changed its name to 360 DigiTech, Inc. in September 2020. 360 DigiTech, Inc. was founded in 2016 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 5835 7668,China,[],https://www.360shuke.com,1.0,Lujiazui Finance Plaza,Credit Services,7th Floor No. 1217 Dongfang Road Pudong New Area,0.73291,0.36422002,0.77084,5985248256,0.246,0.72922,11397472256.0,32.02,strong_buy,10357008000.0,3875159040,35.59,14.43,0.221,1.897,0.25716,10,39.68,2.45,0.50686,56.03,4224320000.0,345836992.0,15551066112.0,27.421,CNY,101.702,0.557,1.4,NMS,"360 DigiTech, Inc.","360 DigiTech, Inc.",America/New_York,EDT,False,-14400000,EQUITY,QFIN,finmb_589165687,us_market,,-0.046,,-0.063,,,5.68,,154560000.0,,,,91.635,4717037,0.0305,,1609372800.0,0.62212,5663972864.0,5.59,,,0.15747258,0.18785,1672444800.0,,1632960000.0,2.84,1636934400,63728072.0,0.549183,-712645760.0,2.0,,,,,,,0.27,0.14341788,1639526400,,,2.540493,,,7374634,,,,14.33,15.64,20.35885,0.12588975,0,,15.64,,1156780.0,14.33,16.0504,1.804,15.64,,1156780.0,,,1.12,1639440000,,,14.36,USD,2.5813954,1121321.0,,,,2230300928.0,,,1651273.0,14.36,14.8,1400,1121321.0,45.0,,,11.15,14.5,False,0.0497,3000,15.64,14.43,,https://logo.clearbit.com/360shuke.com,3.218889682935333,-10.149434713389983,-42.88372174488651,-66.79346536515189,QFIN,,,,,2f6207f7-5cdb-3c31-ab31-83520c8ec933,0.0079,CNY-USD,USD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,1.0
32,,Healthcare,4561.0,"Ping An Healthcare and Technology Company Limited, together with its subsidiaries, operates an online healthcare services platform in the People's Republic of China. It offers online medical services, such as online consultation, hospital referral and appointment, inpatient arrangement, and second opinion services; and consumer healthcare services, including various standardized service packages that integrate services at healthcare institutions. The company also provides healthcare products comprising medicines, health supplements, and medical devices; wellness products comprising fitness equipment and accessories, and personal care products; and other products. In addition, it offers health management and wellness interaction services, such as wellness programs, tools and activities, and personalized content. Further, the company provides medicine marketing services; technology services; application development and operation services; and hospital and clinic services, as well as operates an insurance agency. Ping An Healthcare and Technology Company Limited was incorporated in 2014 and is headquartered in Shanghai, China.",Shanghai,,China,[],https://www.pagd.net,1.0,Shanghai Ping An Building,Health Information Services,"17-19 Floors Block B No. 166, Kaibin Road",-0.15396,-0.20339,0.26053,-1060307968,0.39,-0.16422,-1222121984.0,26.05,buy,1864414000.0,-726156608,53.17,19.7,,3.317,-0.052529998,20,68.24,1.259,-0.13159001,200.43,9360858112.0,189239008.0,7937697792.0,8.159,CNY,7.387,3.196,2.2,HKG,PA GOODDOCTOR,Ping An Healthcare and Technology Company Limited,Asia/Hong_Kong,HKT,False,28800000,EQUITY,1833.HK,finmb_558829092,hk_market,,2.728,,-17.72,,,,,1147289984.0,,,,13.081,,,,1609372800.0,0.14819999,-1614450944.0,-0.815775,,,1.5060011,0.56262,1672444800.0,,1625011200.0,,,359114558.0,0.683712,21656434688.0,3.0,,,,,,,,2.8473763,,,,,,,,,,,18.82,18.82,39.19845,,0,,20.4,,6312952.0,18.82,21.4978,,18.82,,6312952.0,,,,,,,18.04,HKD,,10464958.0,,,,22601613312.0,,,7977764.0,18.04,19.72,0,10464958.0,97.5,,,15.18,19.7,False,,0,20.4,19.7,,https://logo.clearbit.com/pagd.net,-1.1044142194371998,-5.741621423413246,-78.35164751325334,-79.62771314927373,1833.HK,,,,,86bb3150-7597-3758-892e-12848430894f,0.0069,CNY-USD,HKD-USD,1,0.15133172273635864,0.033933963626623154,0.1274341493844986,1.0528532266616821,0.15133172273635864,0.1274341493844986
